pair_id,SMILES_Solute,SMILES_Solvent,Solute_name,Solvent_name,Total_conformers,Filtered_conformers,Temperature_K,LogS,Compound_Name,Solvent
5089.0,CC(C)[C@H](N)C(=O)O,CCCCO,mol_5089_solute_opt,mol_5089_solvent_opt,50,36,283.15,-3.577349824496224,L-valine,n-butanol
5090.0,O=C(O)CNC(=O)C(=O)NCC(=O)O,CCCCO,mol_5090_solute_opt,mol_5090_solvent_opt,50,38,293.15,-4.499267138838992,"N,N′-oxalyldiglycine",n-butanol
5091.0,O=C(O)c1cccc(O)c1,CCCCO,mol_5091_solute_opt,mol_5091_solvent_opt,50,37,278.15,-0.0330566318934135,m-Hydroxybenzoic acid,n-butanol
5092.0,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,CCCCO,mol_5092_solute_opt,mol_5092_solvent_opt,50,33,283.15,-1.7299810806587026,Sulfinpyrazone,n-butanol
5093.0,N[C@@H](Cc1ccccc1)C(=O)O,CCCCO,mol_5093_solute_opt,mol_5093_solvent_opt,50,39,283.15,-4.186716915413328,L-phenylalanine,n-butanol
5094.0,OC[C@@H](O)CN1CCN(c2ccccc2)CC1,CCCCO,mol_5094_solute_opt,mol_5094_solvent_opt,50,31,283.1,-2.2356092784599806,Levodropropizine,n-butanol
5095.0,COc1ccc(C(=O)O)cc1,CCCCO,mol_5095_solute_opt,mol_5095_solvent_opt,50,39,283.15,-1.1438481940555645,4-methoxybenzoic acid,n-butanol
5096.0,Nc1nonc1-c1no[n+]([O-])c1-c1nonc1N,CCCCO,mol_5096_solute_opt,mol_5096_solvent_opt,50,36,283.15,-1.6082970681980857,"3,4-bis(4′-aminofurazan-3′-yl)furoxan",n-butanol
5097.0,O=c1ccc2cc(O)c(O)cc2o1,CCCCO,mol_5097_solute_opt,mol_5097_solvent_opt,50,38,273.15,-0.3170994513509734,Esculetin,n-butanol
5098.0,COc1ccc(C(=O)c2ccc(OC)cc2)cc1,CCCCO,mol_5098_solute_opt,mol_5098_solvent_opt,50,35,293.15,-1.904266166728716,"4,4′-dimethoxybenzophenone",n-butanol
5099.0,CC(C)(N)C(=O)O,CCCCO,mol_5099_solute_opt,mol_5099_solvent_opt,50,42,283.15,-2.758845778496476,α-Aminoisobutyric Acid,n-butanol
5100.0,CC(=O)N[C@H](C(=O)O)C(C)C,CCCCO,mol_5100_solute_opt,mol_5100_solvent_opt,50,39,283.15,-0.3713656078204556,N-acetyl-L-valine,n-butanol
5101.0,O=C1CC[C@@H](C(=O)O)N1,CCCCO,mol_5101_solute_opt,mol_5101_solvent_opt,50,41,283.15,-0.9531628180396452,L-pyroglutamic acid,n-butanol
5102.0,COc1ccc(/C=C/C(=O)O)cc1OC,CCCCO,mol_5102_solute_opt,mol_5102_solvent_opt,50,39,283.15,-1.600558663099199,"3,4-dimethoxycinnamic acid",n-butanol
5103.0,NNC(=O)c1ccccc1,CCCCO,mol_5103_solute_opt,mol_5103_solvent_opt,50,39,283.15,-1.0142573429601802,Benzhydrazide,n-butanol
5104.0,NNC(=O)c1ccccc1O,CCCCO,mol_5104_solute_opt,mol_5104_solvent_opt,50,40,283.15,-1.0188128718757234,2-Hydroxybenzohydrazide,n-butanol
5105.0,COC(=O)c1cc(OC)c2c(c1-c1c(C(=O)OC)cc(OC)c3c1OCO3)OCO2,CCCCO,mol_5105_solute_opt,mol_5105_solvent_opt,50,34,293.15,-3.205005489024991,Bifendate,n-butanol
5106.0,OCC1(O)OC[C@@H](O)[C@@H](O)[C@H]1O,CCCCO,mol_5106_solute_opt,mol_5106_solvent_opt,50,41,283.15,-1.9113746610621265,D-psicose,n-butanol
5107.0,CC(C)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,CCCCO,mol_5107_solute_opt,mol_5107_solvent_opt,50,35,283.15,-0.7613101299344633,Fmoc-L-valine,n-butanol
5108.0,O=[N+]([O-])c1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,CCCCO,mol_5108_solute_opt,mol_5108_solvent_opt,50,40,283.15,-2.650844051399784,"4,4′-dinitrodiphenyl ether",n-butanol
5109.0,c1ccc2[nH]cnc2c1,CCCCO,mol_5109_solute_opt,mol_5109_solvent_opt,50,43,283.15,0.0140434086741584,Benzimidazole,n-butanol
5110.0,CC[C@H](C)[C@H](N)C(=O)O,CCCCO,mol_5110_solute_opt,mol_5110_solvent_opt,50,38,283.15,-2.9975370416090894,L-isoleucine,n-butanol
5111.0,Cc1cccc2sc(NN)nc12,CCCCO,mol_5111_solute_opt,mol_5111_solvent_opt,50,37,273.15,-1.8156050583203287,2-hydrazino-4-methylbenzothiazole,n-butanol
5112.0,C[C@@H](Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1)C(=O)N(C)c1ccccc1F,CCCCO,mol_5112_solute_opt,mol_5112_solvent_opt,50,36,278.15,-1.153065047493093,Metamifop,n-butanol
5113.0,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,CCCCO,mol_5113_solute_opt,mol_5113_solvent_opt,50,36,288.15,-3.0056243828903573,Paliperidone,n-butanol
5116.0,Nc1ncccn1,CCCCO,mol_5116_solute_opt,mol_5116_solvent_opt,50,34,272.65,-1.0446474195409785,2-aminopyrimidine,n-butanol
5118.0,C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12CC[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,CCCCO,mol_5118_solute_opt,mol_5118_solvent_opt,50,38,278.15,-0.159753242077765,Gibberellin A4,n-butanol
5119.0,O=Cc1ccc2ccccc2c1,CCCCO,mol_5119_solute_opt,mol_5119_solvent_opt,50,41,283.15,-0.6596664236304381,2-naphthaldehyde,n-butanol
5120.0,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,CCCCO,mol_5120_solute_opt,mol_5120_solvent_opt,50,43,298.15,-3.053587743651065,Tenoxicam,n-butanol
5121.0,Clc1cc(Cl)cc(Cl)c1,CCCCO,mol_5121_solute_opt,mol_5121_solvent_opt,50,42,273.15,-0.3813299639845281,"1,3,5-trichlorobenzene",n-butanol
5122.0,COc1cc(C(=O)O)ccc1O,CCCCO,mol_5122_solute_opt,mol_5122_solvent_opt,50,35,293.15,-0.5917699271384191,Vanillic acid,n-butanol
5123.0,O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,CCCCO,mol_5123_solute_opt,mol_5123_solvent_opt,50,33,278.15,-2.599633297895999,"4,4′-dihydroxydiphenylsulfone",n-butanol
5124.0,CC(=O)Oc1ccccc1C(=O)O,CCCCO,mol_5124_solute_opt,mol_5124_solvent_opt,50,40,277.66,-0.7876574909932764,Aspirin,n-butanol
5125.0,O=C(O)c1ccccc1,CCCCO,mol_5125_solute_opt,mol_5125_solvent_opt,50,43,276.92,0.162087251873731,Benzoic acid,n-butanol
5126.0,CC(C)(C)OC(=O)N[C@@H](CC(=O)O)Cc1cc(F)c(F)cc1F,CCCCO,mol_5126_solute_opt,mol_5126_solvent_opt,50,32,280.15,-0.5065570293898723,"Boc-(R)-3-amino-4-(2,4,5-trifluorophenyl)butanoic acid",n-butanol
5127.0,CS(=O)(=O)c1ccc(C=O)cc1,CCCCO,mol_5127_solute_opt,mol_5127_solvent_opt,50,40,283.15,-2.182358057465641,4-(methylsulfonyl)benzaldehyde,n-butanol
5128.0,CCOC(=O)c1ccc(N)cc1,CCCCO,mol_5128_solute_opt,mol_5128_solvent_opt,50,39,283.15,-0.3729960524580138,Benzocaine,n-butanol
5129.0,O=[N+]([O-])c1cn[nH]c1[N+](=O)[O-],CCCCO,mol_5129_solute_opt,mol_5129_solvent_opt,50,41,298.15,0.7053956381509353,"3,4-dinitro-1H-pyrazole",n-butanol
5130.0,O=C(O)/C=C/c1ccc(O)cc1,CCCCO,mol_5130_solute_opt,mol_5130_solvent_opt,50,39,293.15,-0.4382046149127432,p-coumaric acid,n-butanol
5131.0,COC(=O)[C@H](N)c1ccc(O)cc1,CCCCO,mol_5131_solute_opt,mol_5131_solvent_opt,50,36,283.15,-2.2681390736442824,Methyl D-(−)-4-hydroxy-phenylglycinate,n-butanol
5132.0,CC(=O)c1ccc(S(C)(=O)=O)cc1,CCCCO,mol_5132_solute_opt,mol_5132_solvent_opt,50,30,278.15,-1.0122521999398,4-methylsulfonylacetophenone,n-butanol
5133.0,COC(=O)c1c(C)cc(O)c(C)c1O,CCCCO,mol_5133_solute_opt,mol_5133_solvent_opt,50,41,283.15,-0.0265971512777272,Veramoss,n-butanol
5134.0,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,CCCCO,mol_5134_solute_opt,mol_5134_solvent_opt,50,35,283.15,-0.6196331905196802,Loratadine,n-butanol
5135.0,O=[N+]([O-])N1C2C3N([N+](=O)[O-])C1C1N([N+](=O)[O-])C(C(N1[N+](=O)[O-])N3[N+](=O)[O-])N2[N+](=O)[O-],CCCCO,mol_5135_solute_opt,mol_5135_solvent_opt,50,33,278.15,-2.8248523202098275,ε-CL-20,n-butanol
5136.0,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,CCCCO,mol_5136_solute_opt,mol_5136_solvent_opt,50,33,283.14,-1.345146857300756,Phenylbutazone,n-butanol
5137.0,CC(=O)Oc1ccc(C2CC(=O)c3c(OC(C)=O)cc(OC(C)=O)cc3O2)cc1,CCCCO,mol_5137_solute_opt,mol_5137_solvent_opt,50,37,278.2,-2.597552625198604,"4′,5,7-triacetoxyflavanone",n-butanol
5138.0,O=C(O)c1c(O)cccc1O,CCCCO,mol_5138_solute_opt,mol_5138_solvent_opt,50,41,278.15,0.4110524453749724,"2,6-dihydroxybenzoic acid",n-butanol
5139.0,CC(=O)Nc1ccc(O)cc1,CCCCO,mol_5139_solute_opt,mol_5139_solvent_opt,50,38,293.05,-0.3844100996937477,Paracetamol,n-butanol
5141.0,N#Cc1ccncc1,CCCCO,mol_5141_solute_opt,mol_5141_solvent_opt,50,42,268.15,-0.7961675375286175,4-cyanopyridine,n-butanol
5142.0,COc1cc(C(=O)O)cc(OC)c1O,CCCCO,mol_5142_solute_opt,mol_5142_solvent_opt,50,41,283.15,-1.4510295403956628,Syringic acid,n-butanol
5143.0,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,CCCCO,mol_5143_solute_opt,mol_5143_solvent_opt,50,34,278.15,-3.975786268289794,Thiamphenicol,n-butanol
5144.0,N#Cc1cccc([N+](=O)[O-])c1,CCCCO,mol_5144_solute_opt,mol_5144_solvent_opt,50,42,278.15,-1.5871973385061988,3-nitrobenzonitrile,n-butanol
5145.0,OC/C=C/c1ccccc1,CCCCO,mol_5145_solute_opt,mol_5145_solvent_opt,50,44,253.15,0.2092983533594306,Trans-cinnamyl alcohol,n-butanol
5146.0,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,CCCCO,mol_5146_solute_opt,mol_5146_solvent_opt,50,37,288.15,-2.2484299245765635,Azoxystrobin,n-butanol
5147.0,Cc1ccccc1S(N)(=O)=O,CCCCO,mol_5147_solute_opt,mol_5147_solvent_opt,50,42,283.15,-0.6274041196630851,o-Toluenesulfonamide,n-butanol
5148.0,CC1(C)O[C@H]2CC(=O)OC[C@]23[C@H]2CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)[C@H]5O[C@]54[C@]2(C)C(=O)C[C@@H]13,CCCCO,mol_5148_solute_opt,mol_5148_solvent_opt,50,27,283.2,-3.772625026829968,Limonin,n-butanol
5149.0,O=C(O)c1ccc(C(=O)O)o1,CCCCO,mol_5149_solute_opt,mol_5149_solvent_opt,50,42,313.15,-1.5433314551735493,"2,5-furandicarboxylic acid",n-butanol
5150.0,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,CCCCO,mol_5150_solute_opt,mol_5150_solvent_opt,50,41,283.15,-1.4306792998014242,Sulfachloropyridazine,n-butanol
5151.0,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,CCCCO,mol_5151_solute_opt,mol_5151_solvent_opt,50,24,283.15,-2.2478245874510088,Florfenicol,n-butanol
5152.0,Cc1cc(C)nc(Nc2ccccc2)n1,CCCCO,mol_5152_solute_opt,mol_5152_solvent_opt,50,39,283.15,-0.6644690952035294,Pyrimethanil,n-butanol
5153.0,O=C(O)Cc1ccccc1Cl,CCCCO,mol_5153_solute_opt,mol_5153_solvent_opt,50,42,273.15,0.2638181135468709,2-chlorophenylacetic acid,n-butanol
5154.0,O=C(c1ccccc1)c1ccccc1,CCCCO,mol_5154_solute_opt,mol_5154_solvent_opt,50,37,278.15,0.2238285581963988,Benzophenone,n-butanol
5155.0,O=c1nc[nH]c2[nH]ncc12,CCCCO,mol_5155_solute_opt,mol_5155_solvent_opt,50,42,278.15,-3.1338275413733148,Allopurinol,n-butanol
5156.0,NC(=O)c1cccnc1,CCCCO,mol_5156_solute_opt,mol_5156_solvent_opt,50,40,283.15,-0.575580115424282,Nicotinamide,n-butanol
5157.0,O=C(O)c1cc2ccccc2cc1O,CCCCO,mol_5157_solute_opt,mol_5157_solvent_opt,50,39,293.15,-0.5219002453623321,3-hydroxy-2-naphthoic acid,n-butanol
5158.0,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,CCCCO,mol_5158_solute_opt,mol_5158_solvent_opt,50,38,283.15,-1.986074760148184,Vinpocetine,n-butanol
5159.0,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,CCCCO,mol_5159_solute_opt,mol_5159_solvent_opt,50,42,283.15,-2.6868349413165604,Glyburide,n-butanol
5160.0,N#CCc1ccc([N+](=O)[O-])cc1,CCCCO,mol_5160_solute_opt,mol_5160_solvent_opt,50,46,278.15,-1.8474605287693373,p-nitrophenylacetonitrile,n-butanol
5161.0,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,CCCCO,mol_5161_solute_opt,mol_5161_solvent_opt,50,34,283.15,-1.0829906277163444,Probenecid,n-butanol
5162.0,Cc1nc(C)c(C)nc1C,CCCCO,mol_5162_solute_opt,mol_5162_solvent_opt,50,34,273.15,0.1185766968064607,Tetramethylpyrazine,n-butanol
5164.0,Nc1cc([N+](=O)[O-])ccc1Cl,CCCCO,mol_5164_solute_opt,mol_5164_solvent_opt,50,41,273.15,-1.210797528815195,2-chloro-5-nitroaniline,n-butanol
5165.0,CC(C)(C)NSc1nc2ccccc2s1,CCCCO,mol_5165_solute_opt,mol_5165_solvent_opt,50,39,273.2,-0.6978463716687027,N-tert-butylbenzothiazole-2-sulfenamide,n-butanol
5166.0,FC(F)(F)c1cccnc1Cl,CCCCO,mol_5166_solute_opt,mol_5166_solvent_opt,50,44,263.15,0.0699961391320146,2-chloro-3-(trifluoromethyl)pyridine,n-butanol
5167.0,Nc1nc(Cl)c2[nH]cnc2n1,CCCCO,mol_5167_solute_opt,mol_5167_solvent_opt,50,43,278.15,-2.824209785763594,2-amino-6-chloropurine,n-butanol
5168.0,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,CCCCO,mol_5168_solute_opt,mol_5168_solvent_opt,50,29,273.15,-2.717952278865728,Mifepristone,n-butanol
5169.0,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,CCCCO,mol_5169_solute_opt,mol_5169_solvent_opt,50,37,278.15,-2.606969874187534,Ganciclovir,n-butanol
5170.0,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,CCCCO,mol_5170_solute_opt,mol_5170_solvent_opt,50,30,273.15,-1.153556291076964,Buprofezin,n-butanol
5172.0,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,CCCCO,mol_5172_solute_opt,mol_5172_solvent_opt,50,39,283.15,-3.671106620316989,Flubendazole,n-butanol
5173.0,NC(=O)c1ccc(N)cc1,CCCCO,mol_5173_solute_opt,mol_5173_solvent_opt,50,42,283.15,-1.5463514038275274,4-aminobenzamide,n-butanol
5174.0,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CCCCO,mol_5174_solute_opt,mol_5174_solvent_opt,50,33,273.15,-1.5524434755159149,Quizalofop-p-ethyl,n-butanol
5175.0,N#CCC(N)=O,CCCCO,mol_5175_solute_opt,mol_5175_solvent_opt,50,48,273.15,-1.649269114700307,2-cyanoacetamide,n-butanol
5176.0,Cc1cccc(C(=O)O)c1N,CCCCO,mol_5176_solute_opt,mol_5176_solvent_opt,50,40,278.15,-0.8815187412563694,2-amino-3-methylbenzoic acid,n-butanol
5177.0,N#Cc1cccc([N+](=O)[O-])c1C#N,CCCCO,mol_5177_solute_opt,mol_5177_solvent_opt,50,41,278.15,-2.341334621775411,3-nitrophthalonitrile,n-butanol
5178.0,O=C(O)Cc1c[nH]c2ccccc12,CCCCO,mol_5178_solute_opt,mol_5178_solvent_opt,50,36,278.15,-3.512291307082306,Indole-3-acetic acid,n-butanol
5179.0,NC(=O)c1ccc([N+](=O)[O-])cc1,CCCCO,mol_5179_solute_opt,mol_5179_solvent_opt,50,37,283.15,-2.3047432055089185,p-Nitrobenzamide,n-butanol
5180.0,Sc1nc2ccccc2[nH]1,CCCCO,mol_5180_solute_opt,mol_5180_solvent_opt,50,33,278.15,-1.3409982220313166,2-mercaptobenzimidazole,n-butanol
5181.0,CC1=NNC(=O)N(/N=C/c2cccnc2)C1,CCCCO,mol_5181_solute_opt,mol_5181_solvent_opt,50,36,278.15,-2.753827064984252,Pymetrozine,n-butanol
5183.0,N#CCc1ccccc1[N+](=O)[O-],CCCCO,mol_5183_solute_opt,mol_5183_solvent_opt,50,43,278.15,-1.4084839123128292,o-nitrophenylacetonitrile,n-butanol
5184.0,N[C@@H](Cc1ccc(O)cc1)C(=O)O,CCCCO,mol_5184_solute_opt,mol_5184_solvent_opt,50,45,283.15,-4.959747976531524,L-tyrosine,n-butanol
5185.0,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,CCCCO,mol_5185_solute_opt,mol_5185_solvent_opt,50,34,283.15,-3.663537848305645,D-tryptophan,n-butanol
5186.0,OCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,CCCCO,mol_5186_solute_opt,mol_5186_solvent_opt,50,33,273.15,-0.3714240860892163,Gastrodin,n-butanol
5187.0,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,CCCCO,mol_5187_solute_opt,mol_5187_solvent_opt,50,40,278.15,-1.7817324966217838,Acetamiprid,n-butanol
5188.0,O=C1Cc2ccccc2N1,CCCCO,mol_5188_solute_opt,mol_5188_solvent_opt,50,43,293.85,-1.4886275368324384,2-oxindole,n-butanol
5189.0,N[C@H](CC(=O)O)C(=O)O,CCCCO,mol_5189_solute_opt,mol_5189_solvent_opt,50,39,288.15,-2.654392316472204,D-aspartic acid,n-butanol
5190.0,NC(=O)c1ccccc1N,CCCCO,mol_5190_solute_opt,mol_5190_solvent_opt,50,36,273.15,-0.7372198147555435,2-aminobenzamide,n-butanol
5191.0,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,CCCCO,mol_5191_solute_opt,mol_5191_solvent_opt,50,38,283.15,-2.275217467125328,Diclazuril,n-butanol
5192.0,NS(=O)(=O)c1ccccc1,CCCCO,mol_5192_solute_opt,mol_5192_solvent_opt,50,37,273.15,-1.1890345199311545,Benzenesulfonamide,n-butanol
5193.0,O=P(O)(O)c1ccccc1,CCCCO,mol_5193_solute_opt,mol_5193_solvent_opt,50,36,278.15,0.4219732628175516,Phenylphosphonic acid,n-butanol
5194.0,Nc1nnn[nH]1,CCCCO,mol_5194_solute_opt,mol_5194_solvent_opt,50,43,283.15,-2.299362443785548,5-aminotetrazole,n-butanol
5195.0,Cc1cnc(C(=O)O)cn1,CCCCO,mol_5195_solute_opt,mol_5195_solvent_opt,50,38,273.15,-3.980423494861969,5-methyl-2-pyrazinecarboxylic acid,n-butanol
5196.0,Nc1ccc(S(N)(=O)=O)cc1,CCCCO,mol_5196_solute_opt,mol_5196_solvent_opt,50,40,278.15,-1.874055659061768,Sulfanilamide,n-butanol
5198.0,c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,CCCCO,mol_5198_solute_opt,mol_5198_solvent_opt,50,32,283.15,-2.8711586715666515,"1,3-bis(9-carbazolyl)benzene",n-butanol
5199.0,N=C(N)NC(N)=S,CCCCO,mol_5199_solute_opt,mol_5199_solvent_opt,50,39,283.15,-2.278845902469481,Amidinothiourea,n-butanol
5200.0,N[C@@H](CO)C(=O)O,CCCCO,mol_5200_solute_opt,mol_5200_solvent_opt,50,37,278.15,-4.2565941705662365,L-serine,n-butanol
5201.0,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,CCCCO,mol_5201_solute_opt,mol_5201_solvent_opt,50,36,283.15,-3.0145338067381307,Marbofloxacin,n-butanol
5202.0,Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],CCCCO,mol_5202_solute_opt,mol_5202_solvent_opt,50,40,288.15,-0.91783304121407,"3,5-dinitro-2-methylbenzoic acid",n-butanol
5204.0,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,CCCCO,mol_5204_solute_opt,mol_5204_solvent_opt,50,35,278.15,-2.9555229147602864,L-tryptophan,n-butanol
5205.0,Cc1nc(N)nc(N)n1,CCCCO,mol_5205_solute_opt,mol_5205_solvent_opt,50,43,283.15,-2.2791192599330548,Acetoguanamine,n-butanol
5206.0,COC(=O)c1ccc(C(=O)OC)cc1,CCCCO,mol_5206_solute_opt,mol_5206_solvent_opt,50,41,283.14,-1.90520750515392,Dimethyl terephthalate,n-butanol
5207.0,N[C@H](Cc1c[nH]cn1)C(=O)O,CCCCO,mol_5207_solute_opt,mol_5207_solvent_opt,50,42,293.15,-2.1159539266834124,D-histidine,n-butanol
5208.0,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,CCCCO,mol_5208_solute_opt,mol_5208_solvent_opt,50,34,278.15,-3.277938720750243,Sancycline,n-butanol
5209.0,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CCCCO,mol_5209_solute_opt,mol_5209_solvent_opt,50,30,283.15,-2.3819892858622365,β-Arbutin,n-butanol
5210.0,Cc1nnc(C(C)C)n1C1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,CCCCO,mol_5210_solute_opt,mol_5210_solvent_opt,50,27,278.2,-2.65446963938342,Maraviroc,n-butanol
5211.0,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,CCCCO,mol_5211_solute_opt,mol_5211_solvent_opt,50,36,278.2,-3.302354445164064,Roflumilast,n-butanol
5212.0,C[C@H](N)C(=O)O,CCCCO,mol_5212_solute_opt,mol_5212_solvent_opt,50,36,283.15,-2.3403913131356235,L-alanine,n-butanol
5213.0,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,CCCCO,mol_5213_solute_opt,mol_5213_solvent_opt,50,44,278.15,-1.8722551615585727,"2,6-dichloro-4-nitroaniline",n-butanol
5214.0,Oc1ccc(OCc2ccccc2)cc1,CCCCO,mol_5214_solute_opt,mol_5214_solvent_opt,50,35,283.15,-0.5907911521771912,Monobenzone,n-butanol
5215.0,COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,CCCCO,mol_5215_solute_opt,mol_5215_solvent_opt,50,34,252.35,-1.1363201510448655,"2,2′-azobis(2-methylpropionate)",n-butanol
5216.0,NC(N)=NC(N)=NCCc1ccccc1,CCCCO,mol_5216_solute_opt,mol_5216_solvent_opt,50,35,278.15,-2.1580957319550973,Phenformin,n-butanol
5217.0,CN(C)Cc1c[nH]c2ccccc12,CCCCO,mol_5217_solute_opt,mol_5217_solvent_opt,50,37,273.15,-0.45624422854839,Gramine,n-butanol
5218.0,Nc1ccc(Cl)cc1[N+](=O)[O-],CCCCO,mol_5218_solute_opt,mol_5218_solvent_opt,50,43,278.15,-0.9677375356087144,4-chloro-2-nitroaniline,n-butanol
5219.0,COc1cc([N+](=O)[O-])ccc1N,CCCCO,mol_5219_solute_opt,mol_5219_solvent_opt,50,41,278.15,-1.825613361641912,2-methoxy-4-nitroaniline,n-butanol
5220.0,O=Cc1ccc(O)c(Br)c1,CCCCO,mol_5220_solute_opt,mol_5220_solvent_opt,50,42,278.15,-0.9264613635668312,3-bromo-4-hydroxybenzaldehyde,n-butanol
5221.0,CC1(C)NC(=O)NC1=O,CCCCO,mol_5221_solute_opt,mol_5221_solvent_opt,50,40,283.15,-0.5320153779003162,"5,5-dimethylhydantoin",n-butanol
5222.0,ON(Cc1ccccc1)Cc1ccccc1,CCCCO,mol_5222_solute_opt,mol_5222_solvent_opt,50,38,273.15,-1.8046498507992337,"N,N-dibenzylhydroxylamine",n-butanol
5223.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CCCCO,mol_5223_solute_opt,mol_5223_solvent_opt,50,32,278.15,-1.195221085572816,Nisoldipine,n-butanol
5224.0,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c([N+](=O)[O-])c1,CCCCO,mol_5224_solute_opt,mol_5224_solvent_opt,50,29,283.15,-2.10735342862672,Mesotrione,n-butanol
5226.0,CC(=O)N[C@@H](CC(C)C)C(=O)O,CCCCO,mol_5226_solute_opt,mol_5226_solvent_opt,50,37,283.15,-0.7196760858543358,N-acetyl-L-leucine,n-butanol
5227.0,Oc1c(Br)cc(Br)c2cccnc12,CCCCO,mol_5227_solute_opt,mol_5227_solvent_opt,50,40,288.15,-2.8121882413047485,"5,7-dibromo-8-hydroxyquinoline",n-butanol
5228.0,CC(=O)NC1(C)CCC2CC1C(C)=NC2(C)C,CCCCO,mol_5228_solute_opt,mol_5228_solvent_opt,50,33,298.15,-1.822604945692464,"8-acetamide-2,4,4,8-tetramethyl-3-azabicyclo[3.3.1]non-2-ene perchlorate",n-butanol
5229.0,OC[C@@H](O)C(O)[C@@H](O)CO,CCCCO,mol_5229_solute_opt,mol_5229_solvent_opt,50,37,293.16,-1.908860398615326,Xylitol,n-butanol
5230.0,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,CCCCO,mol_5230_solute_opt,mol_5230_solvent_opt,50,39,284.15,-2.0282035676041046,Artemisinin,n-butanol
5231.0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,CCCCO,mol_5231_solute_opt,mol_5231_solvent_opt,50,34,283.97,0.2515425924717999,Ibuprofen,n-butanol
5232.0,N[C@@H](Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O,CCCCO,mol_5232_solute_opt,mol_5232_solvent_opt,50,37,273.15,-4.3691094555555,"2,4-dinitro-L-phenylalanine",n-butanol
5233.0,CC(=O)[C@@]12O[C@@H]1CC1C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@@]12C,CCCCO,mol_5233_solute_opt,mol_5233_solvent_opt,50,37,300.85,-1.3478072197450437,"16α,17α-Epoxyprogesterone",n-butanol
