pair_id,SMILES_Solute,SMILES_Solvent,Solute_name,Solvent_name,Total_conformers,Filtered_conformers
5070.0,Nc1ccnc(=O)[nH]1,CCCCO,mol_5070_solute_opt,mol_5070_solvent_opt,50,44
5071.0,CCCCCCC1(CCCCCC)c2cc(Br)ccc2-c2ccc(Br)cc21,CCCCO,mol_5071_solute_opt,mol_5071_solvent_opt,50,29
5072.0,Nc1cnc(Br)cn1,CCCCO,mol_5072_solute_opt,mol_5072_solvent_opt,50,44
5074.0,CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12,CCCCO,mol_5074_solute_opt,mol_5074_solvent_opt,50,40
5075.0,NC(=O)CC[C@H](N)C(=O)O,CCCCO,mol_5075_solute_opt,mol_5075_solvent_opt,50,42
5076.0,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,CCCCO,mol_5076_solute_opt,mol_5076_solvent_opt,50,35
5077.0,c1ccc(-n2c3ccccc3c3ccccc32)cc1,CCCCO,mol_5077_solute_opt,mol_5077_solvent_opt,50,43
5078.0,Nc1ccc(Br)nn1,CCCCO,mol_5078_solute_opt,mol_5078_solvent_opt,50,44
5079.0,O=C(Nc1ccncc1)c1cc(C(=O)Nc2ccncc2)cc(C(=O)Nc2ccncc2)c1,CCCCO,mol_5079_solute_opt,mol_5079_solvent_opt,50,25
5080.0,NC(=O)c1ccncc1,CCCCO,mol_5080_solute_opt,mol_5080_solvent_opt,50,40
5081.0,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,CCCCO,mol_5081_solute_opt,mol_5081_solvent_opt,50,28
5082.0,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,CCCCO,mol_5082_solute_opt,mol_5082_solvent_opt,50,48
5083.0,O=C(O)/C=C/c1cccc(O)c1,CCCCO,mol_5083_solute_opt,mol_5083_solvent_opt,50,36
5084.0,O=C(N[C@@H](CO)C(=O)O)OCc1ccccc1,CCCCO,mol_5084_solute_opt,mol_5084_solvent_opt,50,37
5085.0,Oc1ccc(C2(c3ccc(O)cc3)CCCCC2)cc1,CCCCO,mol_5085_solute_opt,mol_5085_solvent_opt,50,32
5086.0,Cc1cccc(C(=O)O)c1,CCCCO,mol_5086_solute_opt,mol_5086_solvent_opt,50,40
5087.0,O=C(O)c1cccc(C(=O)O)c1,CCCCO,mol_5087_solute_opt,mol_5087_solvent_opt,50,37
5088.0,CC(C)C[C@H](N)C(=O)O,CCCCO,mol_5088_solute_opt,mol_5088_solvent_opt,50,42
5089.0,CC(C)[C@H](N)C(=O)O,CCCCO,mol_5089_solute_opt,mol_5089_solvent_opt,50,36
5090.0,O=C(O)CNC(=O)C(=O)NCC(=O)O,CCCCO,mol_5090_solute_opt,mol_5090_solvent_opt,50,38
5091.0,O=C(O)c1cccc(O)c1,CCCCO,mol_5091_solute_opt,mol_5091_solvent_opt,50,37
5092.0,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,CCCCO,mol_5092_solute_opt,mol_5092_solvent_opt,50,33
5093.0,N[C@@H](Cc1ccccc1)C(=O)O,CCCCO,mol_5093_solute_opt,mol_5093_solvent_opt,50,39
5094.0,OC[C@@H](O)CN1CCN(c2ccccc2)CC1,CCCCO,mol_5094_solute_opt,mol_5094_solvent_opt,50,31
5095.0,COc1ccc(C(=O)O)cc1,CCCCO,mol_5095_solute_opt,mol_5095_solvent_opt,50,39
5096.0,Nc1nonc1-c1no[n+]([O-])c1-c1nonc1N,CCCCO,mol_5096_solute_opt,mol_5096_solvent_opt,50,36
5097.0,O=c1ccc2cc(O)c(O)cc2o1,CCCCO,mol_5097_solute_opt,mol_5097_solvent_opt,50,38
5098.0,COc1ccc(C(=O)c2ccc(OC)cc2)cc1,CCCCO,mol_5098_solute_opt,mol_5098_solvent_opt,50,35
5099.0,CC(C)(N)C(=O)O,CCCCO,mol_5099_solute_opt,mol_5099_solvent_opt,50,42
5100.0,CC(=O)N[C@H](C(=O)O)C(C)C,CCCCO,mol_5100_solute_opt,mol_5100_solvent_opt,50,39
5101.0,O=C1CC[C@@H](C(=O)O)N1,CCCCO,mol_5101_solute_opt,mol_5101_solvent_opt,50,41
5102.0,COc1ccc(/C=C/C(=O)O)cc1OC,CCCCO,mol_5102_solute_opt,mol_5102_solvent_opt,50,39
5103.0,NNC(=O)c1ccccc1,CCCCO,mol_5103_solute_opt,mol_5103_solvent_opt,50,39
5104.0,NNC(=O)c1ccccc1O,CCCCO,mol_5104_solute_opt,mol_5104_solvent_opt,50,40
5105.0,COC(=O)c1cc(OC)c2c(c1-c1c(C(=O)OC)cc(OC)c3c1OCO3)OCO2,CCCCO,mol_5105_solute_opt,mol_5105_solvent_opt,50,34
5106.0,OCC1(O)OC[C@@H](O)[C@@H](O)[C@H]1O,CCCCO,mol_5106_solute_opt,mol_5106_solvent_opt,50,41
5107.0,CC(C)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,CCCCO,mol_5107_solute_opt,mol_5107_solvent_opt,50,35
5108.0,O=[N+]([O-])c1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,CCCCO,mol_5108_solute_opt,mol_5108_solvent_opt,50,40
5109.0,c1ccc2[nH]cnc2c1,CCCCO,mol_5109_solute_opt,mol_5109_solvent_opt,50,43
5110.0,CC[C@H](C)[C@H](N)C(=O)O,CCCCO,mol_5110_solute_opt,mol_5110_solvent_opt,50,38
5111.0,Cc1cccc2sc(NN)nc12,CCCCO,mol_5111_solute_opt,mol_5111_solvent_opt,50,37
5112.0,C[C@@H](Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1)C(=O)N(C)c1ccccc1F,CCCCO,mol_5112_solute_opt,mol_5112_solvent_opt,50,36
5113.0,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,CCCCO,mol_5113_solute_opt,mol_5113_solvent_opt,50,36
5116.0,Nc1ncccn1,CCCCO,mol_5116_solute_opt,mol_5116_solvent_opt,50,34
5117.0,CCOC(C)=O,CCCCO,mol_5117_solute_opt,mol_5117_solvent_opt,50,41
5118.0,C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12CC[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,CCCCO,mol_5118_solute_opt,mol_5118_solvent_opt,50,38
5119.0,O=Cc1ccc2ccccc2c1,CCCCO,mol_5119_solute_opt,mol_5119_solvent_opt,50,41
5120.0,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,CCCCO,mol_5120_solute_opt,mol_5120_solvent_opt,50,43
5121.0,Clc1cc(Cl)cc(Cl)c1,CCCCO,mol_5121_solute_opt,mol_5121_solvent_opt,50,42
5122.0,COc1cc(C(=O)O)ccc1O,CCCCO,mol_5122_solute_opt,mol_5122_solvent_opt,50,35
5123.0,O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,CCCCO,mol_5123_solute_opt,mol_5123_solvent_opt,50,33
5124.0,CC(=O)Oc1ccccc1C(=O)O,CCCCO,mol_5124_solute_opt,mol_5124_solvent_opt,50,40
5125.0,O=C(O)c1ccccc1,CCCCO,mol_5125_solute_opt,mol_5125_solvent_opt,50,43
5126.0,CC(C)(C)OC(=O)N[C@@H](CC(=O)O)Cc1cc(F)c(F)cc1F,CCCCO,mol_5126_solute_opt,mol_5126_solvent_opt,50,32
5127.0,CS(=O)(=O)c1ccc(C=O)cc1,CCCCO,mol_5127_solute_opt,mol_5127_solvent_opt,50,40
5128.0,CCOC(=O)c1ccc(N)cc1,CCCCO,mol_5128_solute_opt,mol_5128_solvent_opt,50,39
5129.0,O=[N+]([O-])c1cn[nH]c1[N+](=O)[O-],CCCCO,mol_5129_solute_opt,mol_5129_solvent_opt,50,41
5130.0,O=C(O)/C=C/c1ccc(O)cc1,CCCCO,mol_5130_solute_opt,mol_5130_solvent_opt,50,39
5131.0,COC(=O)[C@H](N)c1ccc(O)cc1,CCCCO,mol_5131_solute_opt,mol_5131_solvent_opt,50,36
5132.0,CC(=O)c1ccc(S(C)(=O)=O)cc1,CCCCO,mol_5132_solute_opt,mol_5132_solvent_opt,50,30
5133.0,COC(=O)c1c(C)cc(O)c(C)c1O,CCCCO,mol_5133_solute_opt,mol_5133_solvent_opt,50,41
5134.0,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,CCCCO,mol_5134_solute_opt,mol_5134_solvent_opt,50,35
5135.0,O=[N+]([O-])N1C2C3N([N+](=O)[O-])C1C1N([N+](=O)[O-])C(C(N1[N+](=O)[O-])N3[N+](=O)[O-])N2[N+](=O)[O-],CCCCO,mol_5135_solute_opt,mol_5135_solvent_opt,50,33
5136.0,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,CCCCO,mol_5136_solute_opt,mol_5136_solvent_opt,50,33
5137.0,CC(=O)Oc1ccc(C2CC(=O)c3c(OC(C)=O)cc(OC(C)=O)cc3O2)cc1,CCCCO,mol_5137_solute_opt,mol_5137_solvent_opt,50,37
5138.0,O=C(O)c1c(O)cccc1O,CCCCO,mol_5138_solute_opt,mol_5138_solvent_opt,50,41
5139.0,CC(=O)Nc1ccc(O)cc1,CCCCO,mol_5139_solute_opt,mol_5139_solvent_opt,50,38
5141.0,N#Cc1ccncc1,CCCCO,mol_5141_solute_opt,mol_5141_solvent_opt,50,42
5142.0,COc1cc(C(=O)O)cc(OC)c1O,CCCCO,mol_5142_solute_opt,mol_5142_solvent_opt,50,41
5143.0,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,CCCCO,mol_5143_solute_opt,mol_5143_solvent_opt,50,34
5144.0,N#Cc1cccc([N+](=O)[O-])c1,CCCCO,mol_5144_solute_opt,mol_5144_solvent_opt,50,42
5145.0,OC/C=C/c1ccccc1,CCCCO,mol_5145_solute_opt,mol_5145_solvent_opt,50,44
5146.0,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,CCCCO,mol_5146_solute_opt,mol_5146_solvent_opt,50,37
5147.0,Cc1ccccc1S(N)(=O)=O,CCCCO,mol_5147_solute_opt,mol_5147_solvent_opt,50,42
5148.0,CC1(C)O[C@H]2CC(=O)OC[C@]23[C@H]2CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)[C@H]5O[C@]54[C@]2(C)C(=O)C[C@@H]13,CCCCO,mol_5148_solute_opt,mol_5148_solvent_opt,50,27
5149.0,O=C(O)c1ccc(C(=O)O)o1,CCCCO,mol_5149_solute_opt,mol_5149_solvent_opt,50,42
5150.0,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,CCCCO,mol_5150_solute_opt,mol_5150_solvent_opt,50,41
5151.0,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,CCCCO,mol_5151_solute_opt,mol_5151_solvent_opt,50,24
5152.0,Cc1cc(C)nc(Nc2ccccc2)n1,CCCCO,mol_5152_solute_opt,mol_5152_solvent_opt,50,39
5153.0,O=C(O)Cc1ccccc1Cl,CCCCO,mol_5153_solute_opt,mol_5153_solvent_opt,50,42
5154.0,O=C(c1ccccc1)c1ccccc1,CCCCO,mol_5154_solute_opt,mol_5154_solvent_opt,50,37
5155.0,O=c1nc[nH]c2[nH]ncc12,CCCCO,mol_5155_solute_opt,mol_5155_solvent_opt,50,42
5156.0,NC(=O)c1cccnc1,CCCCO,mol_5156_solute_opt,mol_5156_solvent_opt,50,40
5157.0,O=C(O)c1cc2ccccc2cc1O,CCCCO,mol_5157_solute_opt,mol_5157_solvent_opt,50,39
5158.0,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,CCCCO,mol_5158_solute_opt,mol_5158_solvent_opt,50,38
5159.0,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,CCCCO,mol_5159_solute_opt,mol_5159_solvent_opt,50,42
5160.0,N#CCc1ccc([N+](=O)[O-])cc1,CCCCO,mol_5160_solute_opt,mol_5160_solvent_opt,50,46
5161.0,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,CCCCO,mol_5161_solute_opt,mol_5161_solvent_opt,50,34
5162.0,Cc1nc(C)c(C)nc1C,CCCCO,mol_5162_solute_opt,mol_5162_solvent_opt,50,34
5164.0,Nc1cc([N+](=O)[O-])ccc1Cl,CCCCO,mol_5164_solute_opt,mol_5164_solvent_opt,50,41
5165.0,CC(C)(C)NSc1nc2ccccc2s1,CCCCO,mol_5165_solute_opt,mol_5165_solvent_opt,50,39
5166.0,FC(F)(F)c1cccnc1Cl,CCCCO,mol_5166_solute_opt,mol_5166_solvent_opt,50,44
5167.0,Nc1nc(Cl)c2[nH]cnc2n1,CCCCO,mol_5167_solute_opt,mol_5167_solvent_opt,50,43
5168.0,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,CCCCO,mol_5168_solute_opt,mol_5168_solvent_opt,50,29
5169.0,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,CCCCO,mol_5169_solute_opt,mol_5169_solvent_opt,50,37
5170.0,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,CCCCO,mol_5170_solute_opt,mol_5170_solvent_opt,50,30
5172.0,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,CCCCO,mol_5172_solute_opt,mol_5172_solvent_opt,50,39
5173.0,NC(=O)c1ccc(N)cc1,CCCCO,mol_5173_solute_opt,mol_5173_solvent_opt,50,42
5174.0,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CCCCO,mol_5174_solute_opt,mol_5174_solvent_opt,50,33
5175.0,N#CCC(N)=O,CCCCO,mol_5175_solute_opt,mol_5175_solvent_opt,50,48
5176.0,Cc1cccc(C(=O)O)c1N,CCCCO,mol_5176_solute_opt,mol_5176_solvent_opt,50,40
5177.0,N#Cc1cccc([N+](=O)[O-])c1C#N,CCCCO,mol_5177_solute_opt,mol_5177_solvent_opt,50,41
5178.0,O=C(O)Cc1c[nH]c2ccccc12,CCCCO,mol_5178_solute_opt,mol_5178_solvent_opt,50,36
5179.0,NC(=O)c1ccc([N+](=O)[O-])cc1,CCCCO,mol_5179_solute_opt,mol_5179_solvent_opt,50,37
5180.0,Sc1nc2ccccc2[nH]1,CCCCO,mol_5180_solute_opt,mol_5180_solvent_opt,50,33
5181.0,CC1=NNC(=O)N(/N=C/c2cccnc2)C1,CCCCO,mol_5181_solute_opt,mol_5181_solvent_opt,50,36
5183.0,N#CCc1ccccc1[N+](=O)[O-],CCCCO,mol_5183_solute_opt,mol_5183_solvent_opt,50,43
5184.0,N[C@@H](Cc1ccc(O)cc1)C(=O)O,CCCCO,mol_5184_solute_opt,mol_5184_solvent_opt,50,45
5185.0,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,CCCCO,mol_5185_solute_opt,mol_5185_solvent_opt,50,34
5186.0,OCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,CCCCO,mol_5186_solute_opt,mol_5186_solvent_opt,50,33
5187.0,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,CCCCO,mol_5187_solute_opt,mol_5187_solvent_opt,50,40
5188.0,O=C1Cc2ccccc2N1,CCCCO,mol_5188_solute_opt,mol_5188_solvent_opt,50,43
5189.0,N[C@H](CC(=O)O)C(=O)O,CCCCO,mol_5189_solute_opt,mol_5189_solvent_opt,50,39
5190.0,NC(=O)c1ccccc1N,CCCCO,mol_5190_solute_opt,mol_5190_solvent_opt,50,36
5191.0,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,CCCCO,mol_5191_solute_opt,mol_5191_solvent_opt,50,38
5192.0,NS(=O)(=O)c1ccccc1,CCCCO,mol_5192_solute_opt,mol_5192_solvent_opt,50,37
5193.0,O=P(O)(O)c1ccccc1,CCCCO,mol_5193_solute_opt,mol_5193_solvent_opt,50,36
5194.0,Nc1nnn[nH]1,CCCCO,mol_5194_solute_opt,mol_5194_solvent_opt,50,43
5195.0,Cc1cnc(C(=O)O)cn1,CCCCO,mol_5195_solute_opt,mol_5195_solvent_opt,50,38
5196.0,Nc1ccc(S(N)(=O)=O)cc1,CCCCO,mol_5196_solute_opt,mol_5196_solvent_opt,50,40
5198.0,c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,CCCCO,mol_5198_solute_opt,mol_5198_solvent_opt,50,32
5199.0,N=C(N)NC(N)=S,CCCCO,mol_5199_solute_opt,mol_5199_solvent_opt,50,39
5200.0,N[C@@H](CO)C(=O)O,CCCCO,mol_5200_solute_opt,mol_5200_solvent_opt,50,37
5201.0,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,CCCCO,mol_5201_solute_opt,mol_5201_solvent_opt,50,36
5202.0,Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],CCCCO,mol_5202_solute_opt,mol_5202_solvent_opt,50,40
5203.0,CC(C)=O,CCCCO,mol_5203_solute_opt,mol_5203_solvent_opt,50,46
5204.0,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,CCCCO,mol_5204_solute_opt,mol_5204_solvent_opt,50,35
5205.0,Cc1nc(N)nc(N)n1,CCCCO,mol_5205_solute_opt,mol_5205_solvent_opt,50,43
5206.0,COC(=O)c1ccc(C(=O)OC)cc1,CCCCO,mol_5206_solute_opt,mol_5206_solvent_opt,50,41
5207.0,N[C@H](Cc1c[nH]cn1)C(=O)O,CCCCO,mol_5207_solute_opt,mol_5207_solvent_opt,50,42
5208.0,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,CCCCO,mol_5208_solute_opt,mol_5208_solvent_opt,50,34
5209.0,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CCCCO,mol_5209_solute_opt,mol_5209_solvent_opt,50,30
5210.0,Cc1nnc(C(C)C)n1C1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,CCCCO,mol_5210_solute_opt,mol_5210_solvent_opt,50,27
5211.0,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,CCCCO,mol_5211_solute_opt,mol_5211_solvent_opt,50,36
5212.0,C[C@H](N)C(=O)O,CCCCO,mol_5212_solute_opt,mol_5212_solvent_opt,50,36
5213.0,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,CCCCO,mol_5213_solute_opt,mol_5213_solvent_opt,50,44
5214.0,Oc1ccc(OCc2ccccc2)cc1,CCCCO,mol_5214_solute_opt,mol_5214_solvent_opt,50,35
5215.0,COC(=O)C(C)(C)N=NC(C)(C)C(=O)OC,CCCCO,mol_5215_solute_opt,mol_5215_solvent_opt,50,34
5216.0,NC(N)=NC(N)=NCCc1ccccc1,CCCCO,mol_5216_solute_opt,mol_5216_solvent_opt,50,35
5217.0,CN(C)Cc1c[nH]c2ccccc12,CCCCO,mol_5217_solute_opt,mol_5217_solvent_opt,50,37
5218.0,Nc1ccc(Cl)cc1[N+](=O)[O-],CCCCO,mol_5218_solute_opt,mol_5218_solvent_opt,50,43
5219.0,COc1cc([N+](=O)[O-])ccc1N,CCCCO,mol_5219_solute_opt,mol_5219_solvent_opt,50,41
5220.0,O=Cc1ccc(O)c(Br)c1,CCCCO,mol_5220_solute_opt,mol_5220_solvent_opt,50,42
5221.0,CC1(C)NC(=O)NC1=O,CCCCO,mol_5221_solute_opt,mol_5221_solvent_opt,50,40
5222.0,ON(Cc1ccccc1)Cc1ccccc1,CCCCO,mol_5222_solute_opt,mol_5222_solvent_opt,50,38
5223.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],CCCCO,mol_5223_solute_opt,mol_5223_solvent_opt,50,32
5224.0,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c([N+](=O)[O-])c1,CCCCO,mol_5224_solute_opt,mol_5224_solvent_opt,50,29
5226.0,CC(=O)N[C@@H](CC(C)C)C(=O)O,CCCCO,mol_5226_solute_opt,mol_5226_solvent_opt,50,37
5227.0,Oc1c(Br)cc(Br)c2cccnc12,CCCCO,mol_5227_solute_opt,mol_5227_solvent_opt,50,40
5228.0,CC(=O)NC1(C)CCC2CC1C(C)=NC2(C)C,CCCCO,mol_5228_solute_opt,mol_5228_solvent_opt,50,33
5229.0,OC[C@@H](O)C(O)[C@@H](O)CO,CCCCO,mol_5229_solute_opt,mol_5229_solvent_opt,50,37
5230.0,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,CCCCO,mol_5230_solute_opt,mol_5230_solvent_opt,50,39
5231.0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,CCCCO,mol_5231_solute_opt,mol_5231_solvent_opt,50,34
5232.0,N[C@@H](Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O,CCCCO,mol_5232_solute_opt,mol_5232_solvent_opt,50,37
5233.0,CC(=O)[C@@]12O[C@@H]1CC1C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@@]12C,CCCCO,mol_5233_solute_opt,mol_5233_solvent_opt,50,37
5234.0,CC(=O)[C@@]12O[C@@H]1CC1C3CCC4=CC(=O)CC[C@]4(C)C3[C@H](O)C[C@@]12C,CCCCO,mol_5234_solute_opt,mol_5234_solvent_opt,50,35
5235.0,O=C(O)CC(O)(CC(=O)O)C(=O)O,CCCCO,mol_5235_solute_opt,mol_5235_solvent_opt,50,43
5236.0,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,CCCCO,mol_5236_solute_opt,mol_5236_solvent_opt,50,32
5237.0,C[C@H]1[C@H](C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@H]12,CCCCO,mol_5237_solute_opt,mol_5237_solvent_opt,50,23
5238.0,N=c1nc(N2CCCCC2)cc(N)n1O,CCCCO,mol_5238_solute_opt,mol_5238_solvent_opt,50,39
5239.0,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CCCCO,mol_5239_solute_opt,mol_5239_solvent_opt,50,32
5240.0,C[N+](C)(C)CC(=O)[O-],CCCCO,mol_5240_solute_opt,mol_5240_solvent_opt,50,42
5241.0,c1ccc2c(c1)oc1ccccc12,CCCCO,mol_5241_solute_opt,mol_5241_solvent_opt,50,42
5242.0,Nc1ccc(Cl)nn1,CCCCO,mol_5242_solute_opt,mol_5242_solvent_opt,50,44
5243.0,Nc1cccnn1,CCCCO,mol_5243_solute_opt,mol_5243_solvent_opt,50,43
5244.0,O=P(CCCO)(CCCO)CCCO,CCCCO,mol_5244_solute_opt,mol_5244_solvent_opt,50,36
5245.0,COc1ccc(C(=O)O)cc1OC,CCCCO,mol_5245_solute_opt,mol_5245_solvent_opt,50,40
5246.0,Nc1ccc(Sc2ccc([N+](=O)[O-])cc2)cc1,CCCCO,mol_5246_solute_opt,mol_5246_solvent_opt,50,45
5247.0,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,CCCCO,mol_5247_solute_opt,mol_5247_solvent_opt,50,35
5249.0,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,CCCCO,mol_5249_solute_opt,mol_5249_solvent_opt,50,30
5250.0,CCNc1nc(Cl)nc(NC(C)C)n1,CCCCO,mol_5250_solute_opt,mol_5250_solvent_opt,50,27
5252.0,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,CCCCO,mol_5252_solute_opt,mol_5252_solvent_opt,50,34
5253.0,O=[N+]([O-])c1ccc(Cl)c(Cl)c1,CCCCO,mol_5253_solute_opt,mol_5253_solvent_opt,50,42
5254.0,O=[N+]([O-])c1cccc(Cl)c1Cl,CCCCO,mol_5254_solute_opt,mol_5254_solvent_opt,50,44
5255.0,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,CCCCO,mol_5255_solute_opt,mol_5255_solvent_opt,50,28
5256.0,CCCCCCCCCCCC(=O)O,CCCCO,mol_5256_solute_opt,mol_5256_solvent_opt,50,33
5257.0,c1ccc2c(c1)sc1ccccc12,CCCCO,mol_5257_solute_opt,mol_5257_solvent_opt,50,42
5258.0,O=C(O)[C@@H]1CCCN1,CCCCO,mol_5258_solute_opt,mol_5258_solvent_opt,50,42
5259.0,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CCCCO,mol_5259_solute_opt,mol_5259_solvent_opt,50,31
5260.0,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,CCCCO,mol_5260_solute_opt,mol_5260_solvent_opt,50,39
5261.0,COc1ccc(C(=O)O)c(OC)c1,CCCCO,mol_5261_solute_opt,mol_5261_solvent_opt,50,37
5262.0,Cc1ccc2ccccc2c1,CCCCO,mol_5262_solute_opt,mol_5262_solvent_opt,50,44
5263.0,Nc1ccc(Cc2ccc(N)cc2)cc1,CCCCO,mol_5263_solute_opt,mol_5263_solvent_opt,50,41
5264.0,O=C(c1ccccc1)c1ccc(O)cc1O,CCCCO,mol_5264_solute_opt,mol_5264_solvent_opt,50,38
5265.0,C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CCCCO,mol_5265_solute_opt,mol_5265_solvent_opt,50,31
5266.0,c1ccc2c(c1)Cc1ccccc1-2,CCCCO,mol_5266_solute_opt,mol_5266_solvent_opt,50,44
5267.0,C1=Cc2cccc3cccc1c23,CCCCO,mol_5267_solute_opt,mol_5267_solvent_opt,50,47
5268.0,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,CCCCO,mol_5268_solute_opt,mol_5268_solvent_opt,50,33
5269.0,CN(C)CCn1[nH]nnc1=S,CCCCO,mol_5269_solute_opt,mol_5269_solvent_opt,50,37
5270.0,O=C1C=CC(=O)c2ccccc21,CCCCO,mol_5270_solute_opt,mol_5270_solvent_opt,50,43
5271.0,c1ccc2oc(CSCc3nc4ccccc4o3)nc2c1,CCCCO,mol_5271_solute_opt,mol_5271_solvent_opt,50,42
5272.0,O=C(Oc1ccccc1)Oc1ccccc1,CCCCO,mol_5272_solute_opt,mol_5272_solvent_opt,50,38
